S001,1609459200,23.5
S002,1609459201,24.1
S001,1609459202,23.7
S003,1609459203,22.8
S004,1609459204,25.3
S005,1609459205,21.2
S006,1609459206,26.4
S007,1609459207,19.8
S008,1609459208,24.9
S009,1609459209,23.1
S010,1609459210,22.5
S001,1609459211,23.6
S002,1609459212,24.3
S003,1609459213,22.9
S004,1609459214,25.1
S005,1609459215,21.5
S006,1609459216,26.2
S007,1609459217,20.1
S008,1609459218,24.7
S009,1609459219,23.3
S010,1609459220,22.7
S001,1609459221,23.8
S002,1609459222,24.0
S003,1609459223,23.0
S004,1609459224,25.5
S005,1609459225,21.8
S006,1609459226,26.1
S007,1609459227,20.3
S008,1609459228,24.5
S009,1609459229,23.5
S010,1609459230,22.9
S001,1609459231,23.4
S002,1609459232,24.2
S003,1609459233,22.7
S004,1609459234,25.4
S005,1609459235,21.3
S006,1609459236,26.5
S007,1609459237,19.9
S008,1609459238,24.8
S009,1609459239,23.2
S010,1609459240,22.6
S001,1609459241,23.9
S002,1609459242,24.4
S003,1609459243,23.1
S004,1609459244,25.2
S005,1609459245,21.6
S006,1609459246,26.3
S007,1609459247,20.2
S008,1609459248,24.6
S009,1609459249,23.4
S010,1609459250,22.8
S001,1609459251,23.7
S002,1609459252,24.1
S003,1609459253,22.9
S004,1609459254,25.6
S005,1609459255,21.4
S006,1609459256,26.0
S007,1609459257,20.0
S008,1609459258,24.9
S009,1609459259,23.6
S010,1609459260,23.0
S001,1609459261,23.5
S002,1609459262,24.3
S003,1609459263,22.8
S004,1609459264,25.3
S005,1609459265,21.7
S006,1609459266,26.2
S007,1609459267,20.4
S008,1609459268,24.7
S009,1609459269,23.3
S010,1609459270,22.7
S001,1609459271,23.8
S002,1609459272,24.0
S003,1609459273,23.0
S004,1609459274,25.5
S005,1609459275,21.5
S006,1609459276,26.4
S007,1609459277,19.8
S008,1609459278,24.8
S009,1609459279,23.2
S010,1609459280,22.9
S001,1609459281,23.6
S002,1609459282,24.2
S003,1609459283,22.7
S004,1609459284,25.4
S005,1609459285,21.3
S006,1609459286,26.1
S007,1609459287,20.1
S008,1609459288,24.6
S009,1609459289,23.5
S010,1609459290,22.8
S001,1609459291,23.9
S002,1609459292,24.4
S003,1609459293,23.1
S004,1609459294,25.2
S005,1609459295,21.8
S006,1609459296,26.5
S007,1609459297,20.3
S008,1609459298,24.9
S009,1609459299,23.4
S010,1609459300,23.0
S001,1609459301,23.7
S002,1609459302,24.1
S003,1609459303,22.9
S004,1609459304,25.6
S005,1609459305,21.6
S006,1609459306,26.3
S007,1609459307,20.0
S008,1609459308,24.7
S009,1609459309,23.6
S010,1609459310,22.7
S001,1609459311,23.5
S002,1609459312,24.3
S003,1609459313,22.8
S004,1609459314,25.3
S005,1609459315,21.4
S006,1609459316,26.2
S007,1609459317,20.2
S008,1609459318,24.8
S009,1609459319,23.3
S010,1609459320,22.9
S001,1609459321,23.8
S002,1609459322,24.0
S003,1609459323,23.0
S004,1609459324,25.5
S005,1609459325,21.7
S006,1609459326,26.4
S007,1609459327,19.9
S008,1609459328,24.6
S009,1609459329,23.2
S010,1609459330,22.8
S001,1609459331,23.6
S002,1609459332,24.2
S003,1609459333,22.7
S004,1609459334,25.4
S005,1609459335,21.5
S006,1609459336,26.1
S007,1609459337,20.1
S008,1609459338,24.9
S009,1609459339,23.5
S010,1609459340,23.0
