timestamp,source_ip,source_mac,target_ip,packet_type,is_gratuitous
2024-01-15T14:00:12,192.168.10.50,aa:bb:cc:dd:ee:50,192.168.10.1,REQUEST,false
2024-01-15T14:00:13,192.168.10.1,aa:bb:cc:dd:ee:01,192.168.10.1,REPLY,false
2024-01-15T14:01:45,192.168.10.65,aa:bb:cc:dd:ee:65,192.168.10.20,REQUEST,false
2024-01-15T14:01:46,192.168.10.20,aa:bb:cc:dd:ee:20,192.168.10.20,REPLY,false
2024-01-15T14:02:33,192.168.10.75,aa:bb:cc:dd:ee:75,192.168.10.1,REQUEST,false
2024-01-15T14:02:34,192.168.10.1,aa:bb:cc:dd:ee:01,192.168.10.1,REPLY,false
2024-01-15T14:03:18,192.168.10.80,aa:bb:cc:dd:ee:80,192.168.10.30,REQUEST,false
2024-01-15T14:03:19,192.168.10.30,aa:bb:cc:dd:ee:30,192.168.10.30,REPLY,false
2024-01-15T14:04:22,192.168.10.90,aa:bb:cc:dd:ee:90,192.168.10.1,REQUEST,false
2024-01-15T14:04:23,192.168.10.1,aa:bb:cc:dd:ee:01,192.168.10.1,REPLY,false
2024-01-15T14:05:11,192.168.10.55,aa:bb:cc:dd:ee:55,192.168.10.20,REQUEST,false
2024-01-15T14:05:12,192.168.10.20,aa:bb:cc:dd:ee:20,192.168.10.20,REPLY,false
2024-01-15T14:06:07,192.168.10.70,aa:bb:cc:dd:ee:70,192.168.10.1,REQUEST,false
2024-01-15T14:06:08,192.168.10.1,aa:bb:cc:dd:ee:01,192.168.10.1,REPLY,false
2024-01-15T14:07:45,192.168.10.100,aa:bb:cc:dd:ee:a0,192.168.10.30,REQUEST,false
2024-01-15T14:07:46,192.168.10.30,aa:bb:cc:dd:ee:30,192.168.10.30,REPLY,false
2024-01-15T14:08:33,192.168.10.85,aa:bb:cc:dd:ee:85,192.168.10.1,REQUEST,false
2024-01-15T14:08:34,192.168.10.1,aa:bb:cc:dd:ee:01,192.168.10.1,REPLY,false
2024-01-15T14:09:12,192.168.10.99,aa:bb:cc:dd:ee:99,192.168.10.1,REPLY,true
2024-01-15T14:10:05,192.168.10.60,aa:bb:cc:dd:ee:60,192.168.10.20,REQUEST,false
2024-01-15T14:10:06,192.168.10.20,aa:bb:cc:dd:ee:20,192.168.10.20,REPLY,false
2024-01-15T14:11:22,192.168.10.110,aa:bb:cc:dd:ee:b0,192.168.10.1,REQUEST,false
2024-01-15T14:11:23,192.168.10.1,aa:bb:cc:dd:ee:01,192.168.10.1,REPLY,false
2024-01-15T14:12:18,192.168.10.95,aa:bb:cc:dd:ee:95,192.168.10.30,REQUEST,false
2024-01-15T14:12:19,192.168.10.30,aa:bb:cc:dd:ee:30,192.168.10.30,REPLY,false
2024-01-15T14:13:45,192.168.10.50,aa:bb:cc:dd:ee:50,192.168.10.1,REQUEST,false
2024-01-15T14:13:46,192.168.10.1,aa:bb:cc:dd:ee:01,192.168.10.1,REPLY,false
2024-01-15T14:14:33,192.168.10.99,aa:bb:cc:dd:ee:99,192.168.10.1,REPLY,true
2024-01-15T14:15:10,192.168.10.120,aa:bb:cc:dd:ee:c0,192.168.10.20,REQUEST,false
2024-01-15T14:15:11,192.168.10.20,aa:bb:cc:dd:ee:20,192.168.10.20,REPLY,false
2024-01-15T14:16:28,192.168.10.75,aa:bb:cc:dd:ee:75,192.168.10.1,REQUEST,false
2024-01-15T14:16:29,192.168.10.1,aa:bb:cc:dd:ee:01,192.168.10.1,REPLY,false
2024-01-15T14:17:15,192.168.10.65,aa:bb:cc:dd:ee:65,192.168.10.30,REQUEST,false
2024-01-15T14:17:16,192.168.10.30,aa:bb:cc:dd:ee:30,192.168.10.30,REPLY,false
2024-01-15T14:18:42,192.168.10.80,aa:bb:cc:dd:ee:80,192.168.10.1,REQUEST,false
2024-01-15T14:18:43,192.168.10.1,aa:bb:cc:dd:ee:01,192.168.10.1,REPLY,false
2024-01-15T14:19:22,192.168.10.99,aa:bb:cc:dd:ee:99,192.168.10.1,REPLY,true
2024-01-15T14:20:05,192.168.10.130,aa:bb:cc:dd:ee:d0,192.168.10.20,REQUEST,false
2024-01-15T14:20:06,192.168.10.20,aa:bb:cc:dd:ee:20,192.168.10.20,REPLY,false
2024-01-15T14:21:33,192.168.10.55,aa:bb:cc:dd:ee:55,192.168.10.1,REQUEST,false
2024-01-15T14:21:34,192.168.10.1,aa:bb:cc:dd:ee:01,192.168.10.1,REPLY,false
2024-01-15T14:22:18,192.168.10.90,aa:bb:cc:dd:ee:90,192.168.10.30,REQUEST,false
2024-01-15T14:22:19,192.168.10.30,aa:bb:cc:dd:ee:30,192.168.10.30,REPLY,false
2024-01-15T14:23:45,192.168.10.70,aa:bb:cc:dd:ee:70,192.168.10.1,REQUEST,false
2024-01-15T14:23:46,192.168.10.1,aa:bb:cc:dd:ee:01,192.168.10.1,REPLY,false
2024-01-15T14:24:12,192.168.10.99,aa:bb:cc:dd:ee:99,192.168.10.1,REPLY,true
2024-01-15T14:25:22,192.168.10.100,aa:bb:cc:dd:ee:a0,192.168.10.20,REQUEST,false
2024-01-15T14:25:23,192.168.10.20,aa:bb:cc:dd:ee:20,192.168.10.20,REPLY,false
2024-01-15T14:26:15,192.168.10.85,aa:bb:cc:dd:ee:85,192.168.10.1,REQUEST,false
2024-01-15T14:26:16,192.168.10.1,aa:bb:cc:dd:ee:01,192.168.10.1,REPLY,false
2024-01-15T14:27:33,192.168.10.60,aa:bb:cc:dd:ee:60,192.168.10.30,REQUEST,false
2024-01-15T14:27:34,192.168.10.30,aa:bb:cc:dd:ee:30,192.168.10.30,REPLY,false
2024-01-15T14:28:45,192.168.10.110,aa:bb:cc:dd:ee:b0,192.168.10.1,REQUEST,false
2024-01-15T14:28:46,192.168.10.1,aa:bb:cc:dd:ee:01,192.168.10.1,REPLY,false
2024-01-15T14:29:18,192.168.10.99,aa:bb:cc:dd:ee:99,192.168.10.1,REPLY,true
2024-01-15T14:30:12,192.168.10.95,aa:bb:cc:dd:ee:95,192.168.10.20,REQUEST,false
2024-01-15T14:30:13,192.168.10.20,aa:bb:cc:dd:ee:20,192.168.10.20,REPLY,false
2024-01-15T14:31:25,192.168.10.50,aa:bb:cc:dd:ee:50,192.168.10.1,REQUEST,false
2024-01-15T14:31:26,192.168.10.1,aa:bb:cc:dd:ee:01,192.168.10.1,REPLY,false
2024-01-15T14:32:40,192.168.10.120,aa:bb:cc:dd:ee:c0,192.168.10.30,REQUEST,false
2024-01-15T14:32:41,192.168.10.30,aa:bb:cc:dd:ee:30,192.168.10.30,REPLY,false
2024-01-15T14:33:15,192.168.10.75,aa:bb:cc:dd:ee:75,192.168.10.1,REQUEST,false
2024-01-15T14:33:16,192.168.10.1,aa:bb:cc:dd:ee:01,192.168.10.1,REPLY,false
2024-01-15T14:34:22,192.168.10.99,aa:bb:cc:dd:ee:99,192.168.10.1,REPLY,true
2024-01-15T14:35:08,192.168.10.65,aa:bb:cc:dd:ee:65,192.168.10.20,REQUEST,false
2024-01-15T14:35:09,192.168.10.20,aa:bb:cc:dd:ee:20,192.168.10.20,REPLY,false
2024-01-15T14:36:33,192.168.10.80,aa:bb:cc:dd:ee:80,192.168.10.1,REQUEST,false
2024-01-15T14:36:34,192.168.10.1,aa:bb:cc:dd:ee:01,192.168.10.1,REPLY,false
2024-01-15T14:37:45,192.168.10.130,aa:bb:cc:dd:ee:d0,192.168.10.30,REQUEST,false
2024-01-15T14:37:46,192.168.10.30,aa:bb:cc:dd:ee:30,192.168.10.30,REPLY,false
2024-01-15T14:38:18,192.168.10.55,aa:bb:cc:dd:ee:55,192.168.10.1,REQUEST,false
2024-01-15T14:38:19,192.168.10.1,aa:bb:cc:dd:ee:01,192.168.10.1,REPLY,false
2024-01-15T14:39:12,192.168.10.99,aa:bb:cc:dd:ee:99,192.168.10.1,REPLY,true
2024-01-15T14:40:25,192.168.10.90,aa:bb:cc:dd:ee:90,192.168.10.20,REQUEST,false
2024-01-15T14:40:26,192.168.10.20,aa:bb:cc:dd:ee:20,192.168.10.20,REPLY,false
2024-01-15T14:41:15,192.168.10.70,aa:bb:cc:dd:ee:70,192.168.10.1,REQUEST,false
2024-01-15T14:41:16,192.168.10.1,aa:bb:cc:dd:ee:01,192.168.10.1,REPLY,false
2024-01-15T14:42:33,192.168.10.100,aa:bb:cc:dd:ee:a0,192.168.10.30,REQUEST,false
2024-01-15T14:42:34,192.168.10.30,aa:bb:cc:dd:ee:30,192.168.10.30,REPLY,false
2024-01-15T14:43:22,192.168.10.85,aa:bb:cc:dd:ee:85,192.168.10.1,REQUEST,false
2024-01-15T14:43:23,192.168.10.1,aa:bb:cc:dd:ee:01,192.168.10.1,REPLY,false
2024-01-15T14:44:15,192.168.10.99,aa:bb:cc:dd:ee:99,192.168.10.1,REPLY,true
2024-01-15T14:45:05,192.168.10.60,aa:bb:cc:dd:ee:60,192.168.10.20,REQUEST,false
2024-01-15T14:45:06,192.168.10.20,aa:bb:cc:dd:ee:20,192.168.10.20,REPLY,false
2024-01-15T14:46:18,192.168.10.110,aa:bb:cc:dd:ee:b0,192.168.10.1,REQUEST,false
2024-01-15T14:46:19,192.168.10.1,aa:bb:cc:dd:ee:01,192.168.10.1,REPLY,false
2024-01-15T14:47:33,192.168.10.95,aa:bb:cc:dd:ee:95,192.168.10.30,REQUEST,false
2024-01-15T14:47:34,192.168.10.30,aa:bb:cc:dd:ee:30,192.168.10.30,REPLY,false
2024-01-15T14:48:12,192.168.10.50,aa:bb:cc:dd:ee:50,192.168.10.1,REQUEST,false
2024-01-15T14:48:13,192.168.10.1,aa:bb:cc:dd:ee:01,192.168.10.1,REPLY,false
2024-01-15T14:49:22,192.168.10.99,aa:bb:cc:dd:ee:99,192.168.10.1,REPLY,true
2024-01-15T14:50:08,192.168.10.120,aa:bb:cc:dd:ee:c0,192.168.10.20,REQUEST,false
2024-01-15T14:50:09,192.168.10.20,aa:bb:cc:dd:ee:20,192.168.10.20,REPLY,false
2024-01-15T14:51:25,192.168.10.75,aa:bb:cc:dd:ee:75,192.168.10.1,REQUEST,false
2024-01-15T14:51:26,192.168.10.1,aa:bb:cc:dd:ee:01,192.168.10.1,REPLY,false
2024-01-15T14:52:15,192.168.10.65,aa:bb:cc:dd:ee:65,192.168.10.30,REQUEST,false
2024-01-15T14:52:16,192.168.10.30,aa:bb:cc:dd:ee:30,192.168.10.30,REPLY,false
2024-01-15T14:53:33,192.168.10.80,aa:bb:cc:dd:ee:80,192.168.10.1,REQUEST,false
2024-01-15T14:53:34,192.168.10.1,aa:bb:cc:dd:ee:01,192.168.10.1,REPLY,false
2024-01-15T14:54:18,192.168.10.99,aa:bb:cc:dd:ee:99,192.168.10.1,REPLY,true
2024-01-15T14:55:12,192.168.10.130,aa:bb:cc:dd:ee:d0,192.168.10.20,REQUEST,false
2024-01-15T14:55:13,192.168.10.20,aa:bb:cc:dd:ee:20,192.168.10.20,REPLY,false
2024-01-15T14:56:25,192.168.10.55,aa:bb:cc:dd:ee:55,192.168.10.1,REQUEST,false
2024-01-15T14:56:26,192.168.10.1,aa:bb:cc:dd:ee:01,192.168.10.1,REPLY,false
2024-01-15T14:57:40,192.168.10.90,aa:bb:cc:dd:ee:90,192.168.10.30,REQUEST,false
2024-01-15T14:57:41,192.168.10.30,aa:bb:cc:dd:ee:30,192.168.10.30,REPLY,false
2024-01-15T14:58:15,192.168.10.70,aa:bb:cc:dd:ee:70,192.168.10.1,REQUEST,false
2024-01-15T14:58:16,192.168.10.1,aa:bb:cc:dd:ee:01,192.168.10.1,REPLY,false
2024-01-15T14:59:22,192.168.10.99,aa:bb:cc:dd:ee:99,192.168.10.1,REPLY,true
2024-01-15T15:00:05,192.168.10.100,aa:bb:cc:dd:ee:a0,192.168.10.20,REQUEST,false
2024-01-15T15:00:06,192.168.10.20,aa:bb:cc:dd:ee:20,192.168.10.20,REPLY,false
