id,timestamp,value,category,status
101,2024-01-01T12:00:00,4521,D,active
102,2024-01-01T12:01:00,8123,A,completed
103,2024-01-01T12:02:00,3456,B,pending
104,2024-01-01T12:03:00,7892,C,active
105,2024-01-01T12:04:00,2341,A,completed
106,2024-01-01T12:05:00,5678,D,pending
107,2024-01-01T12:06:00,9234,B,active
108,2024-01-01T12:07:00,1567,C,completed
109,2024-01-01T12:08:00,6789,A,pending
110,2024-01-01T12:09:00,3421,D,active
111,2024-01-01T12:10:00,8765,B,completed
112,2024-01-01T12:11:00,4321,C,pending
113,2024-01-01T12:12:00,9876,A,active
114,2024-01-01T12:13:00,2345,D,completed
115,2024-01-01T12:14:00,6543,B,pending
116,2024-01-01T12:15:00,7890,C,active
117,2024-01-01T12:16:00,1234,A,completed
118,2024-01-01T12:17:00,5432,D,pending
119,2024-01-01T12:18:00,8901,B,active
120,2024-01-01T12:19:00,3210,C,completed
121,2024-01-01T12:20:00,6789,A,pending
122,2024-01-01T12:21:00,4567,D,active
123,2024-01-01T12:22:00,9012,B,completed
124,2024-01-01T12:23:00,2456,C,pending
125,2024-01-01T12:24:00,7123,A,active
126,2024-01-01T12:25:00,5890,D,completed
127,2024-01-01T12:26:00,3467,B,pending
128,2024-01-01T12:27:00,8234,C,active
129,2024-01-01T12:28:00,1678,A,completed
130,2024-01-01T12:29:00,6345,D,pending
131,2024-01-01T12:30:00,9456,B,active
132,2024-01-01T12:31:00,4789,C,completed
133,2024-01-01T12:32:00,2901,A,pending
134,2024-01-01T12:33:00,7234,D,active
135,2024-01-01T12:34:00,5567,B,completed
136,2024-01-01T12:35:00,8890,C,pending
137,2024-01-01T12:36:00,3123,A,active
138,2024-01-01T12:37:00,6456,D,completed
139,2024-01-01T12:38:00,9789,B,pending
140,2024-01-01T12:39:00,4012,C,active
141,2024-01-01T12:40:00,7345,A,completed
142,2024-01-01T12:41:00,2678,D,pending
143,2024-01-01T12:42:00,5901,B,active
144,2024-01-01T12:43:00,8234,C,completed
145,2024-01-01T12:44:00,1567,A,pending
146,2024-01-01T12:45:00,6890,D,active
147,2024-01-01T12:46:00,4123,B,completed
148,2024-01-01T12:47:00,9456,C,pending
149,2024-01-01T12:48:00,3789,A,active
150,2024-01-01T12:49:00,7012,D,completed
151,2024-01-01T12:50:00,5345,B,pending
152,2024-01-01T12:51:00,2678,C,active
153,2024-01-01T12:52:00,8901,A,completed
154,2024-01-01T12:53:00,4234,D,pending
155,2024-01-01T12:54:00,6567,B,active
156,2024-01-01T12:55:00,9890,C,completed
157,2024-01-01T12:56:00,3123,A,pending
158,2024-01-01T12:57:00,7456,D,active
159,2024-01-01T12:58:00,1789,B,completed
160,2024-01-01T12:59:00,5012,C,pending
161,2024-01-01T13:00:00,8345,A,active
162,2024-01-01T13:01:00,4678,D,completed
163,2024-01-01T13:02:00,2901,B,pending
164,2024-01-01T13:03:00,6234,C,active
165,2024-01-01T13:04:00,9567,A,completed
166,2024-01-01T13:05:00,3890,D,pending
167,2024-01-01T13:06:00,7123,B,active
168,2024-01-01T13:07:00,5456,C,completed
169,2024-01-01T13:08:00,1789,A,pending
170,2024-01-01T13:09:00,8012,D,active
171,2024-01-01T13:10:00,4345,B,completed
172,2024-01-01T13:11:00,6678,C,pending
173,2024-01-01T13:12:00,2901,A,active
174,2024-01-01T13:13:00,9234,D,completed
175,2024-01-01T13:14:00,5567,B,pending
176,2024-01-01T13:15:00,3890,C,active
177,2024-01-01T13:16:00,7123,A,completed
178,2024-01-01T13:17:00,1456,D,pending
179,2024-01-01T13:18:00,8789,B,active
180,2024-01-01T13:19:00,4012,C,completed
181,2024-01-01T13:20:00,6345,A,pending
182,2024-01-01T13:21:00,2678,D,active
183,2024-01-01T13:22:00,9901,B,completed
184,2024-01-01T13:23:00,5234,C,pending
185,2024-01-01T13:24:00,3567,A,active
186,2024-01-01T13:25:00,7890,D,completed
187,2024-01-01T13:26:00,1123,B,pending
188,2024-01-01T13:27:00,8456,C,active
189,2024-01-01T13:28:00,4789,A,completed
190,2024-01-01T13:29:00,6012,D,pending
191,2024-01-01T13:30:00,2345,B,active
192,2024-01-01T13:31:00,9678,C,completed
193,2024-01-01T13:32:00,5901,A,pending
194,2024-01-01T13:33:00,3234,D,active
195,2024-01-01T13:34:00,7567,B,completed
196,2024-01-01T13:35:00,1890,C,pending
197,2024-01-01T13:36:00,8123,A,active
198,2024-01-01T13:37:00,4456,D,completed
199,2024-01-01T13:38:00,6789,B,pending
200,2024-01-01T13:39:00,2012,C,active
