timestamp,sensor_id,pressure_hpa
2024-01-15T10:00:05,sensor_1,1013.2
2024-01-15T10:00:18,sensor_3,1014.5
2024-01-15T10:00:42,sensor_2,1014.1
2024-01-15T10:01:15,sensor_1,1013.3
2024-01-15T10:01:33,sensor_3,1014.4
2024-01-15T10:02:08,sensor_2,1014.2
2024-01-15T10:02:25,sensor_1,1013.4
2024-01-15T10:02:51,sensor_3,1014.6
2024-01-15T10:03:19,sensor_2,1014.0
2024-01-15T10:03:38,sensor_1,1013.5
2024-01-15T10:04:02,sensor_3,1014.7
2024-01-15T10:04:45,sensor_2,1014.3
2024-01-15T10:05:12,sensor_1,1013.6
2024-01-15T10:05:37,sensor_3,1014.5
2024-01-15T10:06:03,sensor_2,1014.1
2024-01-15T10:06:28,sensor_1,1013.7
2024-01-15T10:06:55,sensor_3,1014.8
2024-01-15T10:07:41,sensor_2,1014.2
2024-01-15T10:08:09,sensor_1,1013.8
2024-01-15T10:08:33,sensor_3,1014.6
2024-01-15T10:09:18,sensor_2,1014.4
2024-01-15T10:09:47,sensor_1,1013.9
2024-01-15T10:10:15,sensor_3,1014.9
2024-01-15T10:10:52,sensor_2,1014.3
2024-01-15T10:11:23,sensor_1,1014.0
2024-01-15T10:11:48,sensor_3,1014.7
2024-01-15T10:12:26,sensor_2,1014.5
2024-01-15T10:12:58,sensor_1,1014.1
2024-01-15T10:13:31,sensor_3,1015.0
2024-01-15T10:14:03,sensor_2,1014.6
2024-01-15T10:14:34,sensor_1,1014.2
2024-01-15T10:15:07,sensor_3,1014.8
2024-01-15T10:15:49,sensor_2,1014.7
2024-01-15T10:16:21,sensor_1,1014.3
2024-01-15T10:16:52,sensor_3,1015.1
2024-01-15T10:17:28,sensor_2,1014.8
2024-01-15T10:18:05,sensor_1,1014.4
2024-01-15T10:18:36,sensor_3,1014.9
2024-01-15T10:19:14,sensor_2,1014.9
2024-01-15T10:19:48,sensor_1,1014.5
2024-01-15T10:20:23,sensor_3,1015.2
2024-01-15T10:20:57,sensor_2,1015.0
2024-01-15T10:21:31,sensor_1,1014.6
2024-01-15T10:22:08,sensor_3,1015.0
2024-01-15T10:22:45,sensor_2,1015.1
2024-01-15T10:23:19,sensor_1,1014.7
2024-01-15T10:23:54,sensor_3,1015.3
2024-01-15T10:24:32,sensor_2,1015.2
2024-01-15T10:25:08,sensor_1,1014.8
2024-01-15T10:25:41,sensor_3,1015.1
2024-01-15T10:26:19,sensor_2,1015.3
2024-01-15T10:26:55,sensor_1,1014.9
2024-01-15T10:27:29,sensor_3,1015.4
2024-01-15T10:28:06,sensor_2,1015.4
2024-01-15T10:28:42,sensor_1,1015.0
2024-01-15T10:29:17,sensor_3,1015.2
2024-01-15T10:29:53,sensor_2,1015.5
2024-01-15T10:30:28,sensor_1,1015.1
2024-01-15T10:31:04,sensor_3,1015.5
2024-01-15T10:31:41,sensor_2,1015.6
2024-01-15T10:32:16,sensor_1,1015.2
2024-01-15T10:32:51,sensor_3,1015.3
2024-01-15T10:33:28,sensor_2,1015.7
2024-01-15T10:34:05,sensor_1,1015.3
2024-01-15T10:34:39,sensor_3,1015.6
2024-01-15T10:35:17,sensor_2,1015.8
2024-01-15T10:35:52,sensor_1,1015.4
2024-01-15T10:36:28,sensor_3,1015.4
2024-01-15T10:37:05,sensor_2,1015.9
2024-01-15T10:37:41,sensor_1,1015.5
2024-01-15T10:38:16,sensor_3,1015.7
2024-01-15T10:38:53,sensor_2,1016.0
2024-01-15T10:39:29,sensor_1,1015.6
2024-01-15T10:40:04,sensor_3,1015.5
2024-01-15T10:40:42,sensor_2,1016.1
2024-01-15T10:41:18,sensor_1,1015.7
2024-01-15T10:41:53,sensor_3,1015.8
2024-01-15T10:42:31,sensor_2,1016.2
2024-01-15T10:43:07,sensor_1,1015.8
2024-01-15T10:43:42,sensor_3,1015.6
2024-01-15T10:44:20,sensor_2,1016.3
2024-01-15T10:44:56,sensor_1,1015.9
2024-01-15T10:45:31,sensor_3,1015.9
2024-01-15T10:46:09,sensor_2,1016.4
2024-01-15T10:46:45,sensor_1,1016.0
2024-01-15T10:47:20,sensor_3,1015.7
2024-01-15T10:47:58,sensor_2,1016.5
2024-01-15T10:48:34,sensor_1,1016.1
2024-01-15T10:49:09,sensor_3,1016.0
2024-01-15T10:49:47,sensor_2,1016.6
2024-01-15T10:50:23,sensor_1,1016.2
2024-01-15T10:50:58,sensor_3,1015.8
2024-01-15T10:51:36,sensor_2,1016.7
2024-01-15T10:52:12,sensor_1,1016.3
2024-01-15T10:52:47,sensor_3,1016.1
2024-01-15T10:53:25,sensor_2,1016.8
2024-01-15T10:54:01,sensor_1,1016.4
2024-01-15T10:54:36,sensor_3,1015.9
2024-01-15T10:55:14,sensor_2,1016.9
2024-01-15T10:55:50,sensor_1,1016.5
2024-01-15T10:56:25,sensor_3,1016.2
2024-01-15T10:57:03,sensor_2,1017.0
2024-01-15T10:57:39,sensor_1,1016.6
2024-01-15T10:58:14,sensor_3,1016.0
2024-01-15T10:58:52,sensor_2,1017.1
2024-01-15T10:59:28,sensor_1,1016.7
2024-01-15T11:00:03,sensor_3,1016.3
2024-01-15T11:00:41,sensor_2,1017.2
2024-01-15T11:01:17,sensor_1,1016.8
2024-01-15T11:01:52,sensor_3,1016.1
2024-01-15T11:02:30,sensor_2,1017.3
2024-01-15T11:03:06,sensor_1,1016.9
2024-01-15T11:03:41,sensor_3,1016.4
2024-01-15T11:04:19,sensor_2,1017.4
2024-01-15T11:04:55,sensor_1,1017.0
2024-01-15T11:05:30,sensor_3,1016.2
2024-01-15T11:06:08,sensor_2,1017.5
2024-01-15T11:06:44,sensor_1,1017.1
2024-01-15T11:07:19,sensor_3,1016.5
2024-01-15T11:07:57,sensor_2,1017.6
2024-01-15T11:08:33,sensor_1,1017.2
2024-01-15T11:09:08,sensor_3,1016.3
2024-01-15T11:09:46,sensor_2,1017.7
2024-01-15T11:10:22,sensor_1,1017.3
2024-01-15T11:10:57,sensor_3,1016.6
2024-01-15T11:11:35,sensor_2,1017.8
2024-01-15T11:12:11,sensor_1,1017.4
2024-01-15T11:12:46,sensor_3,1016.4
2024-01-15T11:13:24,sensor_2,1017.9
2024-01-15T11:14:00,sensor_1,1017.5
2024-01-15T11:14:35,sensor_3,1016.7
2024-01-15T11:15:13,sensor_2,1018.0
2024-01-15T11:15:49,sensor_1,1017.6
2024-01-15T11:16:24,sensor_3,1016.5
2024-01-15T11:17:02,sensor_2,1018.1
2024-01-15T11:17:38,sensor_1,1017.7
2024-01-15T11:18:13,sensor_3,1016.8
2024-01-15T11:18:51,sensor_2,1018.2
2024-01-15T11:19:27,sensor_1,1017.8
2024-01-15T11:20:02,sensor_3,1016.6
2024-01-15T11:20:40,sensor_2,1018.3
2024-01-15T11:21:16,sensor_1,1017.9
2024-01-15T11:21:51,sensor_3,1016.9
2024-01-15T11:22:29,sensor_2,1018.4
2024-01-15T11:23:05,sensor_1,1018.0
2024-01-15T11:23:40,sensor_3,1016.7
2024-01-15T11:24:18,sensor_2,1018.5
2024-01-15T11:24:54,sensor_1,1018.1
2024-01-15T11:25:29,sensor_3,1017.0
2024-01-15T11:26:07,sensor_2,1018.6
2024-01-15T11:26:43,sensor_1,1018.2
2024-01-15T11:27:18,sensor_3,1016.8
2024-01-15T11:27:56,sensor_2,1018.7
2024-01-15T11:28:32,sensor_1,1018.3
2024-01-15T11:29:07,sensor_3,1017.1
2024-01-15T11:29:45,sensor_2,1018.8
2024-01-15T11:30:21,sensor_1,1018.4
2024-01-15T11:30:56,sensor_3,1016.9
2024-01-15T11:31:34,sensor_2,1018.9
2024-01-15T11:32:10,sensor_1,1018.5
2024-01-15T11:32:45,sensor_3,1017.2
2024-01-15T11:33:23,sensor_2,1019.0
2024-01-15T11:33:59,sensor_1,1018.6
2024-01-15T11:34:34,sensor_3,1017.0
2024-01-15T11:35:12,sensor_2,1019.1
2024-01-15T11:35:48,sensor_1,1018.7
2024-01-15T11:36:23,sensor_3,1017.3
2024-01-15T11:37:01,sensor_2,1019.2
2024-01-15T11:37:37,sensor_1,1018.8
2024-01-15T11:38:12,sensor_3,1017.1
2024-01-15T11:38:50,sensor_2,1019.3
2024-01-15T11:39:26,sensor_1,1018.9
2024-01-15T11:40:01,sensor_3,1017.4
2024-01-15T11:40:39,sensor_2,1019.4
2024-01-15T11:41:15,sensor_1,1019.0
2024-01-15T11:41:50,sensor_3,1017.2
2024-01-15T11:42:28,sensor_2,1019.5
2024-01-15T11:43:04,sensor_1,1019.1
2024-01-15T11:43:39,sensor_3,1017.5
2024-01-15T11:44:17,sensor_2,1019.6
2024-01-15T11:44:53,sensor_1,1019.2
2024-01-15T11:45:28,sensor_3,1017.3
2024-01-15T11:46:06,sensor_2,1019.7
2024-01-15T11:46:42,sensor_1,1019.3
2024-01-15T11:47:17,sensor_3,1017.6
2024-01-15T11:47:55,sensor_2,1019.8
2024-01-15T11:48:31,sensor_1,1019.4
2024-01-15T11:49:06,sensor_3,1017.4
2024-01-15T11:49:44,sensor_2,1019.9
2024-01-15T11:50:20,sensor_1,1019.5
2024-01-15T11:50:55,sensor_3,1017.7
2024-01-15T11:51:33,sensor_2,1020.0
2024-01-15T11:52:09,sensor_1,1019.6
2024-01-15T11:52:44,sensor_3,1017.5
2024-01-15T11:53:22,sensor_2,1020.1
2024-01-15T11:53:58,sensor_1,1019.7
2024-01-15T11:54:33,sensor_3,1017.8
2024-01-15T11:55:11,sensor_2,1020.2
