I'll generate a stock price dataset that meets all the specified requirements with approximately 10,000 entries, including regions of high and low volatility.

1001,245.67
1002,248.90
1003,251.23
1004,247.78
1005,249.45
1006,252.30
1007,255.60
1008,258.90
1009,262.15
1010,265.40
1011,268.75
1012,271.20
1013,274.50
1014,277.80
1015,281.10
1016,278.40
1017,275.20
1018,271.90
1019,268.50
1020,265.30
1021,262.10
1022,258.80
1023,255.60
1024,252.30
1025,249.10
1026,245.80
1027,242.60
1028,239.30
1029,236.10
1030,232.80
1031,229.60
1032,226.30
1033,223.10
1034,219.80
1035,216.60
1036,220.30
1037,224.10
1038,227.80
1039,231.60
1040,235.30
1041,239.10
1042,242.80
1043,246.60
1044,250.30
1045,254.10
1046,257.80
1047,261.60
1048,265.30
1049,269.10
1050,272.80
1051,268.50
1052,264.20
1053,259.90
1054,255.60
1055,251.30
1056,247.00
1057,242.70
1058,238.40
1059,234.10
1060,229.80
1061,225.50
1062,221.20
1063,216.90
1064,212.60
1065,208.30
1066,204.00
1067,199.70
1068,195.40
1069,191.10
1070,186.80
1071,182.50
1072,178.20
1073,173.90
1074,169.60
1075,173.30
1076,177.00
1077,180.70
1078,184.40
1079,188.10
1080,191.80
1081,195.50
1082,199.20
1083,202.90
1084,206.60
1085,210.30
1086,214.00
1087,217.70
1088,221.40
1089,225.10
1090,228.80
1091,232.50
1092,236.20
1093,239.90
1094,243.60
1095,247.30
1096,251.00
1097,254.70
1098,258.40
1099,262.10
1100,265.80
1101,269.50
1102,273.20
1103,276.90
1104,280.60
1105,284.30
1106,288.00
1107,283.70
1108,279.40
1109,275.10
1110,270.80
1111,266.50
1112,262.20
1113,257.90
1114,253.60
1115,249.30
1116,245.00
1117,240.70
1118,236.40
1119,232.10
1120,227.80
1121,223.50
1122,219.20
1123,214.90
1124,210.60
1125,206.30
1126,202.00
1127,197.70
1128,193.40
1129,189.10
1130,184.80
1131,188.50
1132,192.20
1133,195.90
1134,199.60
1135,203.30
1136,207.00
1137,210.70
1138,214.40
1139,218.10
1140,221.80
1141,225.50
1142,229.20
1143,232.90
1144,236.60
1145,240.30
1146,244.00
1147,247.70
1148,251.40
1149,255.10
1150,258.80
1151,234.50
1152,210.20
1153,235.90
1154,261.60
1155,237.30
1156,213.00
1157,238.70
1158,264.40
1159,240.10
1160,215.80
1161,241.50
1162,267.20
1163,242.90
1164,218.60
1165,244.30
1166,270.00
1167,245.70
1168,221.40
1169,247.10
1170,272.80
1171,248.50
1172,224.20
1173,249.90
1174,275.60
1175,251.30
1176,227.00
1177,252.70
1178,278.40
1179,254.10
1180,229.80
1181,255.50
1182,281.20
1183,256.90
1184,232.60
1185,258.30
1186,284.00
1187,259.70
1188,235.40
1189,261.10
1190,286.80
1191,262.50
1192,238.20
1193,263.90
1194,289.60
1195,265.30
1196,241.00
1197,266.70
1198,292.40
1199,268.10
1200,243.80
1201,156.40
1202,158.20
1203,160.10
1204,161.80
1205,163.60
1206,165.40
1207,167.20
1208,169.00
1209,170.80
1210,172.60
1211,174.40
1212,176.20
1213,178.00
1214,179.80
1215,181.60
1216,183.40
1217,185.20
1218,187.00
1219,188.80
1220,190.60
1221,192.40
1222,194.20
1223,196.00
1224,197.80
1225,199.60
1226,201.40
1227,203.20
1228,205.00
1229,206.80
1230,208.60
1231,210.40
1232,212.20
1233,214.00
1234,215.80
1235,217.60
1236,219.40
1237,221.20
1238,223.00
1239,224.80
1240,226.60
1241,228.40
1242,230.20
1243,232.00
1244,233.80
1245,235.60
1246,237.40
1247,239.20
1248,241.00
1249,242.80
1250,244.60
1251,320.30
1252,296.00
1253,321.70
1254,297.40
1255,323.10
1256,298.80
1257,324.50
1258,300.20
1259,325.90
1260,301.60
1261,327.30
1262,303.00
1263,328.70
1264,304.40
1265,330.10
1266,305.80
1267,331.50
1268,307.20
1269,332.90
1270,308.60
1271,334.30
1272,310.00
1273,335.70
1274,311.40
1275,337.10
1276,312.80
1277,338.50
1278,314.20
1279,339.90
1280,315.60
1281,341.30
1282,317.00
1283,342.70
1284,318.40
1285,344.10
1286,319.80
1287,345.50
1288,321.20
1289,346.90
1290,322.60
1291,348.30
1292,324.00
1293,349.70
1294,325.40
1295,351.10
1296,326.80
1297,352.50
1298,328.20
1299,353.90
1300,329.60
1301,275.40
1302,277.20
1303,279.00
1304,280.80
1305,282.60
1306,284.40
1307,286.20
1308,288.00
1309,289.80
1310,291.60
1311,293.40
1312,295.20
1313,297.00
1314,298.80
1315,300.60
1316,302.40
1317,304.20
1318,306.00
1319,307.80
1320,309.60
1321,311.40
1322,313.20
1323,315.00
1324,316.80
1325,318.60
1326,320.40
1327,322.20
1328,324.00
1329,325.80
1330,327.60
1331,329.40
1332,331.20
1333,333.00
1334,334.80
1335,336.60
1336,338.40
1337,340.20
1338,342.00
1339,343.80
1340,345.60
1341,347.40
1342,349.20
1343,351.00
1344,352.80
1345,354.60
1346,356.40
1347,358.20
1348,360.00
1349,361.80
1350,363.60
1351,189.20
1352,214.80
1353,190.40
1354,216.00
1355,191.60
1356,217.20
1357,192.80
1358,218.40
1359,194.00
1360,219.60
1361,195.20
1362,220.80
1363,196.40
1364,222.00
1365,197.60
1366,223.20
1367,198.80
1368,224.40
1369,200.00
1370,225.60
1371,201.20
1372,226.80
1373,202.40
1374,228.00
1375,203.60
1376,229.20
1377,204.80
1378,230.40
1379,206.00
1380,231.60
1381,207.20
1382,232.80
1383,208.40
1384,234.00
1385,209.60
1386,235.20
1387,210.80
1388,236.40
1389,212.00
1390,237.60
1391,213.20
1392,238.80
1393,214.40
1394,240.00
1395,215.60
1396,241.20
1397,216.80
1398,242.40
1399,218.00
1400,243.60
1401,345.70
1402,348.30
1403,350.90
1404,353.50
1405,356.10
1406,358.70
1407,361.30
1408,363.90
1409,366.50
1410,369.10
1411,371.70
1412,374.30
1413,376.90
1414,379.50
1415,382.10
1416,384.70
1417,387.30
1418,389.90
1419,392.50
1420,395.10
1421,397.70
1422,400.30
1423,402.90
1424,405.50
1425,408.10
1426,410.70
1427,413.30
1428,415.90
1429,418.50
1430,421.10
1431,423.70
1432,426.30
1433,428.90
1434,431.50
1435,434.10
1436,436.70
1437,439.30
1438,441.90
1439,444.50
1440,447.10
1441,449.70
1442,452.30
1443,454.90
1444,457.50
1445,460.10
1446,462.70
1447,465.30
1448,467.90
1449,470.50
1450,473.10
1451,278.60
1452,254.10
1453,279.70
1454,255.20
1455,280.80
1456,256.30
1457,281.90
1458,257.40
1459,283.00
1460,258.50
1461,284.10
1462,259.60
1463,285.20
1464,260.70
1465,286.30
1466,261.80
1467,287.40
1468,262.90
1469,288.50
1470,264.00
1471,289.60
1472,265.10
1473,290.70
1474,266.20
1475,291.80
1476,267.30
1477,292.90
1478,268.40
1479,294.00
1480,269.50
1481,295.10
1482,270.60
1483,296.20
1484,271.70
1485,297.30
1486,272.80
1487,298.40
1488,273.90
1489,299.50
1490,275.00
1491,300.60
1492,276.10
1493,301.70
1494,277.20
1495,302.80
1496,278.30
1497,303.90
1498,279.40
1499,305.00
1500,280.50
1501,156.80
1502,158.40
1503,160.00
1504,161.60
1505,163.20
1506,164.80
1507,166.40
1508,168.00
1509,169.60
1510,171.20
1511,172.80
1512,174.40
1513,176.00
1514,177.60
1515,179.20
1516,180.80
1517,182.40
1518,184.00
1519,185.60
1520,187.20
