transaction_id,customer_id,amount,timestamp
TXN001,CUST001,125.50,2024-01-15 10:30:00
TXN002,CUST001,89.99,2024-01-15 11:45:00
TXN003,CUST001,234.75,2024-01-15 14:20:00
TXN004,CUST001,156.30,2024-01-16 09:15:00
TXN005,CUST001,92.40,2024-01-16 10:30:00
TXN006,CUST001,178.90,2024-01-16 13:45:00
TXN007,CUST001,203.15,2024-01-17 08:20:00
TXN008,CUST001,145.80,2024-01-17 11:30:00
TXN009,CUST001,267.50,2024-01-17 15:10:00
TXN010,CUST001,189.25,2024-01-18 09:45:00
TXN011,CUST001,213.60,2024-01-18 12:20:00
TXN012,CUST001,176.40,2024-01-18 14:35:00
TXN013,CUST001,198.75,2024-01-19 10:15:00
TXN014,CUST001,234.90,2024-01-19 13:40:00
TXN015,CUST001,167.30,2024-01-19 16:25:00
TXN016,CUST001,289.45,2024-01-20 09:30:00
TXN017,CUST001,156.80,2024-01-20 11:55:00
TXN018,CUST001,201.20,2024-01-20 14:10:00
TXN019,CUST001,178.65,2024-01-21 08:45:00
TXN020,CUST001,243.90,2024-01-21 12:30:00
TXN021,CUST001,167.55,2024-01-21 15:20:00
TXN022,CUST001,192.80,2024-01-22 10:05:00
TXN023,CUST001,214.35,2024-01-22 13:15:00
TXN024,CUST001,186.70,2024-01-22 16:40:00
TXN025,CUST001,229.50,2024-01-23 09:20:00
TXN026,CUST002,312.40,2024-01-15 08:30:00
TXN027,CUST002,187.90,2024-01-15 10:45:00
TXN028,CUST002,245.60,2024-01-15 13:20:00
TXN029,CUST002,198.30,2024-01-16 09:40:00
TXN030,CUST002,276.85,2024-01-16 11:55:00
TXN031,CUST002,154.20,2024-01-16 14:30:00
TXN032,CUST002,223.75,2024-01-17 08:15:00
TXN033,CUST002,189.40,2024-01-17 10:50:00
TXN034,CUST002,267.90,2024-01-17 13:25:00
TXN035,CUST002,201.35,2024-01-18 09:10:00
TXN036,CUST002,234.80,2024-01-18 11:40:00
TXN037,CUST002,178.95,2024-01-18 14:15:00
TXN038,CUST002,256.70,2024-01-19 08:45:00
TXN039,CUST002,192.50,2024-01-19 11:20:00
TXN040,CUST002,287.35,2024-01-19 14:55:00
TXN041,CUST002,167.80,2024-01-20 09:30:00
TXN042,CUST002,243.60,2024-01-20 12:05:00
TXN043,CUST002,209.15,2024-01-20 15:40:00
TXN044,CUST002,176.45,2024-01-21 08:20:00
TXN045,CUST002,298.90,2024-01-21 10:55:00
TXN046,CUST002,214.70,2024-01-21 13:30:00
TXN047,CUST002,189.25,2024-01-22 09:15:00
TXN048,CUST002,256.40,2024-01-22 11:50:00
TXN049,CUST002,223.85,2024-01-22 14:25:00
TXN050,CUST002,198.60,2024-01-23 08:40:00
TXN051,CUST003,276.30,2024-01-15 09:20:00
TXN052,CUST003,189.75,2024-01-15 12:35:00
TXN053,CUST003,234.90,2024-01-15 15:10:00
TXN054,CUST003,167.40,2024-01-16 08:45:00
TXN055,CUST003,298.65,2024-01-16 11:20:00
TXN056,CUST003,201.80,2024-01-16 14:55:00
TXN057,CUST003,245.35,2024-01-17 09:30:00
TXN058,CUST003,178.90,2024-01-17 12:05:00
TXN059,CUST003,312.70,2024-01-17 15:40:00
TXN060,CUST003,156.25,2024-01-18 08:15:00
TXN061,CUST003,287.50,2024-01-18 10:50:00
TXN062,CUST003,223.95,2024-01-18 13:25:00
TXN063,CUST003,198.40,2024-01-19 09:00:00
TXN064,CUST003,267.85,2024-01-19 11:35:00
TXN065,CUST003,189.60,2024-01-19 14:10:00
TXN066,CUST003,243.20,2024-01-20 08:45:00
TXN067,CUST003,176.75,2024-01-20 11:20:00
TXN068,CUST003,298.40,2024-01-20 13:55:00
TXN069,CUST003,214.85,2024-01-21 09:30:00
TXN070,CUST003,256.30,2024-01-21 12:05:00
TXN071,CUST003,187.95,2024-01-21 14:40:00
TXN072,CUST003,234.60,2024-01-22 08:15:00
TXN073,CUST003,201.25,2024-01-22 10:50:00
TXN074,CUST003,276.90,2024-01-22 13:25:00
TXN075,CUST003,189.45,2024-01-23 09:00:00
TXN076,CUST004,298.80,2024-01-15 10:15:00
TXN077,CUST004,167.35,2024-01-15 13:50:00
TXN078,CUST004,245.90,2024-01-15 16:25:00
TXN079,CUST004,189.70,2024-01-16 08:00:00
TXN080,CUST004,312.45,2024-01-16 10:35:00
TXN081,CUST004,176.85,2024-01-16 13:10:00
TXN082,CUST004,256.60,2024-01-17 09:45:00
TXN083,CUST004,201.30,2024-01-17 12:20:00
TXN084,CUST004,287.95,2024-01-17 14:55:00
TXN085,CUST004,143.50,2024-01-18 08:30:00
TXN086,CUST004,267.80,2024-01-18 11:05:00
TXN087,CUST004,198.25,2024-01-18 13:40:00
TXN088,CUST004,234.70,2024-01-19 09:15:00
TXN089,CUST004,178.40,2024-01-19 11:50:00
TXN090,CUST004,298.65,2024-01-19 14:25:00
TXN091,CUST004,214.90,2024-01-20 08:00:00
TXN092,CUST004,245.35,2024-01-20 10:35:00
TXN093,CUST004,189.80,2024-01-20 13:10:00
TXN094,CUST004,276.50,2024-01-21 09:45:00
TXN095,CUST004,167.95,2024-01-21 12:20:00
TXN096,CUST004,312.70,2024-01-21 14:55:00
TXN097,CUST004,201.40,2024-01-22 08:30:00
TXN098,CUST004,256.85,2024-01-22 11:05:00
TXN099,CUST004,187.60,2024-01-22 13:40:00
TXN100,CUST004,243.25,2024-01-23 09:15:00
TXN101,CUST005,289.90,2024-01-15 11:30:00
TXN102,CUST005,156.45,2024-01-15 14:05:00
TXN103,CUST005,234.80,2024-01-15 16:40:00
TXN104,CUST005,198.35,2024-01-16 09:15:00
TXN105,CUST005,276.70,2024-01-16 11:50:00
TXN106,CUST005,167.90,2024-01-16 14:25:00
TXN107,CUST005,245.60,2024-01-17 08:00:00
TXN108,CUST005,189.25,2024-01-17 10:35:00
TXN109,CUST005,312.85,2024-01-17 13:10:00
TXN110,CUST005,201.50,2024-01-18 09:45:00
TXN111,CUST005,256.95,2024-01-18 12:20:00
TXN112,CUST005,178.30,2024-01-18 14:55:00
TXN113,CUST005,287.65,2024-01-19 08:30:00
TXN114,CUST005,214.80,2024-01-19 11:05:00
TXN115,CUST005,243.40,2024-01-19 13:40:00
TXN116,CUST005,167.75,2024-01-20 09:15:00
TXN117,CUST005,298.90,2024-01-20 11:50:00
TXN118,CUST005,189.55,2024-01-20 14:25:00
TXN119,CUST005,234.20,2024-01-21 08:00:00
TXN120,CUST005,176.85,2024-01-21 10:35:00
TXN121,CUST005,267.50,2024-01-21 13:10:00
TXN122,CUST005,201.95,2024-01-22 09:45:00
TXN123,CUST005,245.70,2024-01-22 12:20:00
TXN124,CUST005,187.35,2024-01-22 14:55:00
TXN125,CUST005,276.80,2024-01-23 08:30:00
TXN126,CUST006,145.60,2024-01-15 10:00:00
TXN127,CUST006,89.75,2024-01-18 14:30:00
TXN128,CUST007,234.90,2024-01-16 11:20:00
TXN129,CUST008,178.45,2024-01-17 09:40:00
TXN130,CUST008,312.80,2024-01-20 15:15:00
TXN131,CUST009,67.30,2024-01-15 13:25:00
TXN132,CUST010,198.50,2024-01-19 10:45:00
TXN133,CUST011,423.75,2024-01-16 08:30:00
TXN134,CUST012,156.90,2024-01-18 12:10:00
TXN135,CUST012,287.40,2024-01-21 16:20:00
TXN136,CUST013,91.85,2024-01-17 14:05:00
